,Cnsmr,Manuf,HiTec,Hlth ,Other
199106,  -4.63,  -3.71,  -5.29,  -4.21,  -5.24
199107,   4.89,   3.80,   3.89,   8.51,   4.73
199108,   3.91,   2.16,   1.78,   2.94,   3.19
199109,  -3.15,  -0.57,  -0.50,  -0.33,  -0.65
199110,  -1.26,   1.56,   1.95,   6.53,   2.27
199111,  -1.47,  -4.39,  -4.56,  -2.52,  -5.41
199112,  13.39,   7.64,   9.53,  16.61,  12.75
199201,  -0.56,  -0.82,   2.00,  -5.45,   2.00
199202,   2.78,   0.79,   1.38,  -2.73,   3.08
199203,  -1.21,  -1.37,  -3.20,  -5.53,  -2.16
199204,  -0.18,   4.37,   2.71,  -2.30,   0.58
199205,   0.52,   0.94,  -1.18,   1.11,   1.48
199206,  -1.88,  -2.46,  -1.56,  -4.78,  -0.05
199207,   3.79,   4.36,   4.17,   5.80,   3.11
199208,  -0.93,  -1.41,  -2.77,  -3.36,  -3.47
199209,   2.16,   1.17,   2.65,  -4.98,   3.43
199210,   1.36,  -0.42,   0.79,   3.34,   2.97
199211,   5.57,   1.43,   5.15,   4.84,   6.12
199212,   0.66,   1.82,   2.75,  -1.35,   3.82
199301,   0.71,   1.25,   3.10,  -6.86,   3.37
199302,  -1.64,   3.75,   2.63,  -9.00,   0.37
199303,   1.82,   2.51,   2.75,   0.73,   3.79
199304,  -7.34,   0.24,  -3.30,   1.29,  -3.27
199305,   3.81,   1.63,   6.46,   3.59,   1.64
199306,  -1.06,   0.36,   2.09,  -2.96,   2.29
199307,  -0.49,   0.54,  -0.88,  -5.99,   2.06
199308,   3.56,   3.69,   5.83,   3.02,   3.46
199309,  -0.79,  -0.84,   0.40,   0.86,   1.79
199310,   5.75,   0.65,   2.02,   5.92,  -2.36
199311,   0.64,  -2.01,  -3.03,   0.97,  -2.83
199312,   0.51,   2.56,   1.25,   2.33,   2.53
199401,   1.41,   3.45,   3.47,   1.81,   4.37
199402,  -0.50,  -2.11,  -1.75,  -5.60,  -3.87
199403,  -4.76,  -4.15,  -3.77,  -6.74,  -4.23
199404,   0.52,   1.40,  -0.15,   2.27,   1.35
199405,  -1.75,   0.18,   1.83,   4.28,   3.04
199406,  -2.44,  -2.73,  -2.53,  -3.43,  -2.56
199407,   2.19,   4.40,   3.49,   1.10,   2.70
199408,   4.43,   2.83,   5.41,  10.85,   3.51
199409,  -1.90,  -1.98,  -0.78,   1.72,  -4.25
199410,   1.25,   2.27,   3.98,   0.88,   0.05
199411,  -2.89,  -4.22,  -3.54,   0.44,  -5.17
199412,  -0.05,   2.13,   1.79,   0.57,   1.41
199501,   0.62,   1.06,   1.25,   6.18,   4.71
199502,   3.14,   4.37,   4.52,   2.26,   4.85
199503,   2.93,   2.85,   2.77,   2.80,   1.90
199504,   0.33,   2.68,   5.59,   3.00,   1.77
199505,   3.91,   3.92,   2.22,   1.63,   4.49
199506,   2.86,   0.44,   7.59,   4.50,   2.21
199507,   2.42,   2.55,   6.86,   5.52,   4.76
199508,  -0.74,  -0.29,   1.54,   1.04,   3.73
199509,   3.88,   2.73,   2.99,   7.37,   4.50
199510,  -2.80,  -1.35,   0.93,   1.04,  -2.04
199511,   5.32,   5.14,   0.62,   4.99,   6.12
199512,   0.85,   3.07,  -1.14,   5.92,   1.06
199601,   1.62,   2.19,   2.03,   6.02,   3.54
199602,   3.47,   0.27,   2.99,  -1.10,   2.15
199603,   2.69,   3.03,  -2.89,   0.24,   1.80
199604,   2.38,   1.30,   7.40,  -0.61,   0.25
199605,   4.92,   1.71,   2.54,   3.89,   1.51
199606,  -0.18,   0.86,  -3.03,  -0.24,  -0.25
199607,  -5.54,  -4.46,  -7.77,  -6.28,  -4.26
199608,   2.47,   3.12,   2.50,   4.32,   3.90
199609,   3.31,   4.68,   7.82,   7.36,   5.15
199610,   0.36,   2.92,  -1.49,  -0.85,   3.95
199611,   4.47,   5.36,   9.98,   6.61,   7.48
199612,  -1.55,  -0.04,  -1.09,  -2.59,  -1.83
199701,   3.11,   3.69,   7.28,   9.54,   6.05
199702,   3.14,  -1.03,  -4.61,   0.93,   2.60
199703,  -3.46,  -1.50,  -6.33,  -7.48,  -5.83
199704,   3.93,   3.04,   6.19,   6.11,   5.07
199705,   5.99,   7.10,   9.18,   6.99,   6.14
199706,   4.12,   3.98,   1.98,   8.88,   5.25
199707,   5.69,   6.66,  12.09,   2.10,   9.28
199708,  -3.78,  -3.55,  -1.71,  -6.11,  -4.78
199709,   5.37,   4.26,   5.02,   6.62,   8.04
199710,  -2.74,  -3.98,  -5.38,   0.10,  -2.76
199711,   4.91,   2.63,   4.07,   2.82,   2.97
199712,   2.11,   0.73,  -1.67,   3.53,   5.14
199801,  -0.81,  -1.63,   5.20,   5.68,  -1.93
199802,   8.21,   6.38,   7.82,   5.51,   8.25
199803,   6.21,   5.10,   3.98,   3.57,   5.96
199804,  -1.49,   1.25,   2.48,   1.91,   1.96
199805,   2.43,  -2.65,  -5.44,  -2.50,  -3.07
199806,   4.14,  -0.29,   6.98,   6.17,   3.22
199807,  -3.23,  -5.89,   1.52,  -0.26,  -1.86
199808, -14.36, -10.86, -15.80, -12.35, -21.46
199809,   1.32,   4.74,  13.55,  12.04,   2.78
199810,  10.86,   6.40,   6.45,   3.87,   9.02
199811,   7.72,   2.48,   9.17,   6.19,   6.11
199812,   4.91,   1.64,  14.95,   5.00,   3.45
199901,   0.25,  -1.90,  13.29,   0.22,   0.95
199902,  -2.74,  -2.52,  -9.06,   0.18,   0.02
199903,   0.56,   5.76,   5.64,   2.52,   2.44
199904,   2.75,  10.44,   3.79,  -5.53,   6.69
199905,  -1.57,  -1.71,  -0.25,  -2.03,  -3.91
199906,   4.25,   1.73,   9.99,   4.49,   3.01
199907,  -4.16,  -0.45,  -1.76,  -4.43,  -5.95
199908,  -4.72,   0.16,   1.74,   3.71,  -5.08
199909,  -2.89,  -3.50,   0.90,  -7.07,  -4.52
199910,   4.55,   3.62,   4.42,  10.77,  11.54
199911,   1.54,  -0.89,  10.59,   1.51,  -2.48
199912,   2.90,   6.64,  16.45,  -5.65,   1.37
200001,  -7.92,  -4.93,  -4.89,   7.59,  -4.77
200002,  -5.23,  -4.63,  13.22,  -2.75,  -7.38
200003,  10.98,   8.13,   4.83,   0.16,  14.39
200004,  -2.21,   1.53,  -9.96,   5.26,  -2.85
200005,  -0.60,   1.25, -10.76,   3.96,   3.36
200006,  -1.32,  -2.53,  11.06,  11.55,  -3.11
200007,   0.02,  -0.87,  -5.60,  -6.47,   5.34
200008,  -1.51,   8.48,  10.18,   3.46,   9.24
200009,   2.28,  -0.36, -12.99,   3.71,   0.25
200010,   1.86,   0.69,  -6.20,   2.08,  -1.29
200011,  -0.73,  -1.86, -21.71,   0.75,  -6.02
200012,   5.08,   7.09,  -7.29,   3.51,   7.13
200101,   3.84,  -3.42,  15.69,  -8.51,   0.07
200102,  -3.06,  -1.15, -22.72,  -0.55,  -4.30
200103,  -3.56,  -3.12, -11.93,  -8.57,  -4.51
200104,   4.23,   7.89,  14.10,   4.23,   6.09
200105,   1.90,   1.21,  -2.80,   2.81,   3.63
200106,  -1.61,  -5.74,   0.36,  -3.07,  -0.08
200107,   2.78,  -1.14,  -5.77,   2.31,  -2.20
200108,  -4.17,  -1.95, -11.76,  -3.09,  -5.35
200109,  -7.77,  -9.57, -14.34,  -0.60,  -8.00
200110,   1.41,   3.70,   7.80,   1.24,  -0.97
200111,   7.36,   2.93,  13.25,   5.03,   7.30
200112,   3.07,   3.76,   0.14,  -2.82,   3.67
200201,   2.24,  -0.77,  -2.11,  -2.41,  -1.68
200202,   1.64,   3.80, -10.51,  -0.46,  -0.25
200203,   3.15,   6.63,   4.83,   0.54,   5.18
200204,   0.12,  -2.08, -12.06,  -7.52,  -2.82
200205,  -0.35,  -1.65,  -2.03,  -2.27,  -0.52
200206,  -5.63,  -2.76, -12.62,  -9.68,  -5.16
200207,  -9.68, -10.07, -10.29,  -2.57,  -6.38
200208,   1.90,   0.05,  -0.65,   0.63,   1.14
200209,  -8.86,  -8.72, -14.75,  -5.88, -10.60
200210,   4.82,   2.87,  20.16,   5.67,   6.37
200211,   1.40,   4.59,  15.00,   3.78,   4.21
200212,  -4.38,  -1.31, -11.97,  -4.07,  -4.79
200301,  -4.32,  -3.51,  -2.19,  -0.61,  -2.38
200302,  -2.16,  -1.36,  -0.95,  -1.96,  -2.70
200303,   1.24,   1.85,  -0.88,   3.79,   1.04
200304,   7.61,   4.55,   9.78,   4.39,  11.63
200305,   5.70,   6.67,   8.89,   3.94,   5.23
200306,   2.70,   0.13,   0.75,   4.15,   0.91
200307,   1.61,   0.99,   3.56,   0.48,   3.59
200308,   4.44,   4.31,   4.80,  -2.82,   0.64
200309,  -2.50,  -2.06,  -2.09,   0.29,   0.26
200310,   7.75,   5.60,   7.93,   0.87,   6.34
200311,   1.83,   1.50,   1.25,   1.83,   1.15
200312,   0.93,   8.40,   3.43,   5.65,   4.27
200401,   0.18,   0.01,   3.76,   3.09,   2.90
200402,   4.92,   2.70,  -2.35,   0.90,   2.13
200403,   0.04,   0.03,  -2.40,  -3.92,  -0.64
200404,  -0.81,   0.09,  -3.83,   3.52,  -3.81
200405,  -0.68,   1.27,   2.88,  -0.41,   1.73
200406,   1.02,   4.84,   2.23,  -0.50,   1.32
200407,  -4.81,  -1.12,  -6.71,  -5.92,  -2.35
200408,  -0.56,   0.90,  -3.07,   1.64,   1.88
200409,   0.87,   3.85,   2.92,  -1.40,   1.11
200410,   2.46,   0.13,   4.73,  -2.44,   1.10
200411,   4.29,   6.62,   5.23,   0.68,   4.72
200412,   4.08,   1.02,   3.38,   5.66,   4.43
200501,  -1.09,   0.26,  -5.83,  -4.08,  -2.18
200502,   0.70,   8.50,  -0.04,   2.44,   0.15
200503,  -0.91,  -1.78,  -1.96,  -0.47,  -2.37
200504,  -4.10,  -3.86,  -3.86,   3.95,  -1.60
200505,   5.03,   2.41,   6.53,   1.48,   3.24
200506,   0.88,   2.26,  -1.21,  -0.59,   1.42
200507,   4.58,   5.42,   5.41,   3.72,   2.42
200508,  -3.33,   1.47,  -0.56,  -0.31,  -1.68
200509,  -1.29,   3.71,   0.17,  -1.92,   1.28
200510,  -0.21,  -6.11,  -2.05,  -3.27,   1.36
200511,   2.76,   2.81,   5.64,   1.58,   4.93
200512,  -0.28,   1.07,  -1.86,   2.39,   0.12
200601,   1.54,   7.34,   4.03,   2.17,   1.59
200602,   1.23,  -2.43,  -0.10,   1.07,   0.97
200603,   2.04,   2.21,   2.64,  -0.96,   1.86
200604,  -0.43,   3.91,  -0.55,  -1.96,   2.13
200605,  -0.36,  -2.62,  -5.51,  -2.18,  -3.25
200606,   0.40,   1.09,  -0.48,  -0.12,  -0.37
200607,  -1.40,   0.82,  -2.30,   4.14,  -0.90
200608,   2.55,   0.19,   6.13,   2.33,   1.72
200609,   3.19,  -0.80,   3.59,   1.53,   3.23
200610,   3.61,   4.84,   4.33,   1.71,   2.98
200611,  -0.08,   5.15,   2.43,   0.06,   1.61
200612,   1.49,  -0.30,   0.30,   0.15,   3.21
200701,   2.79,   1.16,   2.23,   3.50,   1.05
200702,  -0.93,   0.41,  -2.45,  -2.85,  -2.28
200703,   1.31,   3.51,   1.20,  -0.25,  -0.24
200704,   3.07,   4.57,   4.14,   6.80,   3.30
200705,   2.62,   4.92,   4.71,   1.14,   3.18
200706,  -1.34,  -0.87,  -0.03,  -3.40,  -2.74
200707,  -4.95,  -1.03,  -1.63,  -3.99,  -5.33
200708,   1.39,   0.73,   1.88,   2.27,   1.17
200709,   1.30,   5.98,   3.63,   3.53,   2.66
200710,   1.55,   2.55,   4.42,   1.54,   0.20
200711,  -2.32,  -2.96,  -7.26,   0.03,  -5.98
200712,  -1.96,   3.37,   1.06,  -3.98,  -3.47
200801,  -2.76,  -7.96, -11.24,  -4.60,  -2.08
200802,  -2.90,   2.39,  -3.65,  -0.93,  -7.87
200803,   1.20,  -1.05,   0.48,  -1.77,  -1.92
200804,   2.60,   7.40,   6.02,   0.44,   3.47
200805,   2.04,   3.71,   5.44,   1.63,  -2.35
200806,  -8.54,  -3.14,  -9.34,  -3.01, -14.64
200807,   1.53,  -7.84,  -1.17,   6.73,   4.30
200808,   3.62,   0.57,   2.77,   1.80,   0.41
200809,  -4.77, -12.71, -12.48,  -5.96,  -6.00
200810, -15.20, -17.64, -17.66, -11.03, -19.80
200811,  -6.88,  -3.10,  -8.61,  -7.35, -12.40
200812,   3.00,  -0.77,   2.51,   6.74,   0.76
200901,  -6.84,  -5.44,  -5.11,  -2.21, -17.81
200902,  -5.32, -12.91,  -5.53,  -9.95, -14.53
200903,   8.59,   5.23,  10.51,   7.06,  13.01
200904,   9.00,   9.36,  11.65,  -0.90,  16.17
200905,   2.03,   7.24,   2.57,   6.20,   7.23
200906,   0.29,  -1.88,   3.88,   3.59,  -2.02
200907,   7.66,   7.78,   7.54,   5.49,   9.16
200908,   2.45,   1.68,   1.94,   2.21,   7.70
200909,   3.10,   5.24,   5.49,   2.39,   3.14
200910,  -0.25,  -0.86,  -1.95,  -3.72,  -5.38
200911,   4.86,   5.44,   5.20,   8.23,   5.66
200912,   2.44,   2.09,   6.08,   2.47,   0.73
201001,  -1.97,  -4.07,  -7.60,  -0.02,  -0.54
201002,   3.86,   3.32,   4.37,   0.38,   3.64
201003,   6.32,   4.78,   6.89,   3.63,   8.10
201004,   1.52,   3.44,   2.52,  -2.18,   1.83
201005,  -5.76,  -8.74,  -7.37,  -8.06,  -8.76
201006,  -6.53,  -5.15,  -5.67,  -1.67,  -6.52
201007,   6.46,   8.50,   7.80,   2.14,   6.81
201008,  -3.30,  -3.80,  -5.52,  -1.66,  -7.10
201009,   9.82,   8.66,  11.48,   9.01,   8.51
201010,   3.61,   4.40,   6.00,   1.98,   2.03
201011,   2.76,   2.39,  -0.99,  -3.34,   0.50
201012,   4.08,   7.27,   6.12,   5.44,   9.23
201101,  -1.34,   4.30,   3.08,  -0.72,   2.10
201102,   2.84,   4.85,   3.47,   3.32,   2.94
201103,   1.89,   1.82,  -0.76,   2.29,  -1.08
201104,   4.36,   2.58,   3.17,   6.34,   1.06
201105,   0.97,  -2.57,  -1.18,   1.95,  -2.64
201106,  -0.98,  -1.21,  -2.21,  -1.88,  -2.12
201107,  -1.38,  -2.11,  -1.54,  -3.66,  -3.66
201108,  -2.87,  -6.62,  -6.41,  -3.16,  -8.15
201109,  -5.13,  -9.86,  -5.02,  -3.95, -11.10
201110,   9.41,  13.48,  10.87,   5.54,  13.59
201111,   0.44,   1.60,  -1.51,   1.30,  -2.03
201112,   1.12,   0.02,  -0.43,   3.51,   1.46
201201,   3.35,   2.95,   7.11,   3.41,   7.23
201202,   3.67,   4.38,   6.25,   1.26,   4.21
201203,   4.05,  -0.66,   4.16,   3.94,   4.90
201204,   0.24,  -0.63,  -1.31,   0.61,  -1.66
201205,  -3.29,  -7.67,  -6.34,  -3.25,  -7.73
201206,   2.09,   3.21,   3.86,   6.83,   4.89
201207,   1.23,   2.06,   0.83,   1.63,  -1.23
201208,   1.81,   1.74,   3.93,   0.98,   3.12
201209,   1.66,   2.53,   2.04,   4.69,   3.79
201210,  -0.78,  -0.80,  -5.44,  -1.91,   0.91
201211,   2.26,   0.02,   1.14,   1.50,  -0.37
201212,  -0.90,   1.80,   0.54,  -0.53,   3.67
201301,   5.22,   6.40,   2.96,   8.08,   6.76
201302,   1.66,   1.21,   1.05,   1.32,   1.41
201303,   4.79,   2.91,   3.42,   6.51,   4.18
201304,   3.19,   0.70,   1.36,   2.60,   0.83
201305,   1.12,   1.49,   2.95,   1.62,   5.92
201306,  -0.03,  -1.69,  -1.73,  -1.37,  -1.19
201307,   5.05,   5.54,   5.17,   8.08,   5.69
201308,  -3.84,  -2.30,  -0.91,  -3.68,  -3.64
201309,   3.77,   3.36,   3.93,   4.16,   3.83
201310,   4.60,   4.42,   4.25,   3.56,   3.90
201311,   2.67,   1.41,   2.79,   4.49,   4.79
201312,   1.12,   2.88,   3.98,   0.62,   3.10
201401,  -5.95,  -4.10,  -1.93,   1.88,  -4.37
201402,   4.91,   5.10,   4.58,   6.48,   3.49
201403,   0.71,   1.45,  -0.45,  -2.56,   1.98
201404,   0.06,   3.04,  -0.74,  -0.41,  -1.97
201405,   1.85,   0.89,   3.54,   1.87,   1.86
201406,   1.53,   3.00,   2.59,   2.90,   2.45
201407,  -3.24,  -4.31,   0.36,  -0.30,  -2.27
201408,   5.22,   3.99,   3.36,   5.54,   4.12
201409,  -1.71,  -4.55,  -1.37,  -0.22,  -1.13
201410,   2.97,   0.85,   1.43,   5.90,   3.44
201411,   6.30,  -1.95,   3.90,   2.52,   2.49
201412,   0.08,   0.44,  -1.38,  -0.82,   1.17
201501,  -0.71,  -3.00,  -3.69,   1.59,  -6.36
201502,   5.62,   3.70,   8.39,   4.24,   7.21
201503,  -0.50,  -1.88,  -2.39,   0.76,  -0.59
201504,  -1.05,   1.66,   1.90,  -1.42,   0.62
201505,   1.14,  -1.22,   1.64,   4.91,   1.74
201506,  -0.92,  -3.10,  -2.93,   0.16,   0.03
201507,   4.34,  -3.22,   2.21,   3.49,   1.82
201508,  -5.00,  -4.76,  -6.33,  -8.37,  -6.18
201509,  -1.48,  -3.93,  -1.69,  -6.95,  -3.06
201510,   5.47,   8.67,   9.96,   7.50,   6.60
201511,   0.35,  -0.14,   0.59,   0.57,   1.38
201512,   0.14,  -4.58,  -2.70,   0.29,  -2.67
201601,  -3.30,  -3.36,  -4.85, -10.13,  -8.77
201602,   0.52,   1.28,  -0.48,  -0.98,  -0.43
201603,   5.81,   8.15,   7.89,   3.96,   7.16
201604,  -0.15,   3.54,  -3.12,   4.95,   2.39
201605,   0.73,   0.01,   4.08,   2.41,   1.20
201606,   1.76,   2.71,  -0.71,  -0.16,  -3.07
201607,   2.48,   1.16,   6.46,   6.16,   3.75
201608,  -1.00,   0.40,   0.76,  -3.14,   3.30
201609,  -1.42,   1.13,   1.93,   0.58,  -1.10
201610,  -2.53,  -2.30,  -1.52,  -7.52,   0.74
201611,   1.44,   5.40,   1.79,   2.40,  11.64
201612,   1.32,   1.53,   1.77,   0.72,   2.97
201701,   1.42,   0.60,   4.32,   2.03,   0.95
201702,   3.00,   2.21,   3.85,   7.00,   3.68
201703,   0.80,  -0.19,   1.86,   0.04,  -1.66
201704,   1.82,   0.30,   2.12,   0.91,   0.30
201705,   2.08,   0.27,   3.12,  -0.26,  -0.52
201706,  -1.22,   0.24,  -2.12,   5.54,   4.41
201707,  -0.06,   2.31,   3.97,   0.70,   1.36
201708,  -1.54,  -0.72,   1.98,   2.59,  -0.64
201709,   1.66,   4.65,   0.29,   2.09,   4.57
201710,   1.70,   2.20,   4.72,  -2.26,   2.08
201711,   5.90,   3.11,   1.52,   2.46,   3.91
201712,   2.02,   1.58,   0.59,  -0.15,   1.41
201801,   6.35,   2.46,   7.06,   6.38,   5.78
201802,  -5.26,  -6.00,  -1.21,  -3.49,  -3.28
201803,  -2.31,   0.11,  -3.07,  -2.41,  -2.63
201804,   1.09,   1.38,  -0.53,  -0.04,   0.62
201805,   0.59,   2.36,   5.67,   2.37,   1.34
201806,   3.31,   0.11,   0.50,   1.48,  -0.97
201807,   2.75,   3.36,   2.49,   5.92,   3.81
201808,   4.68,  -0.83,   6.59,   4.50,   2.27
201809,   0.32,   1.53,   0.12,   2.08,  -1.45
201810,  -6.01,  -8.65,  -7.62,  -8.79,  -6.74
201811,   2.08,   2.47,  -0.93,   6.42,   2.81
201812,  -9.88,  -9.06,  -8.23,  -8.25, -10.94
201901,   8.10,   8.96,   8.70,   5.32,   9.80
201902,   1.09,   4.16,   5.39,   3.30,   2.96
201903,   2.85,   0.72,   3.32,   0.50,  -1.47
201904,   4.11,   2.43,   5.87,  -3.16,   6.63
201905,  -6.35,  -8.25,  -7.72,  -3.40,  -6.17
201906,   6.88,   7.27,   7.63,   6.83,   6.64
201907,   1.17,  -0.39,   3.26,  -2.18,   1.86
201908,  -0.64,  -2.21,  -2.17,  -0.64,  -4.69
201909,   1.34,   3.83,   1.18,  -0.98,   2.06
201910,   0.98,  -0.74,   3.04,   4.68,   3.11
201911,   2.20,   1.55,   4.83,   5.61,   5.07
201912,   2.24,   3.02,   3.39,   3.46,   2.41
202001,   1.01,  -3.02,   2.62,  -1.99,  -1.45
202002,  -7.38, -10.26,  -6.83,  -5.36,  -9.93
202003,  -9.82, -19.25, -10.31,  -5.09, -19.35
202004,  15.76,  12.62,  14.61,  13.48,  11.08
202005,   4.26,   4.55,   7.59,   4.15,   4.08
202006,   3.90,   0.17,   4.93,  -1.45,   0.16
202007,   9.35,   3.42,   6.77,   4.39,   3.53
202008,  10.21,   3.01,   9.93,   2.35,   6.90
202009,  -4.05,  -2.37,  -4.87,  -1.46,  -2.93
202010,  -2.73,   0.02,  -2.09,  -4.40,  -1.58
202011,  11.47,  12.94,  11.18,   9.86,  15.87
202012,   4.01,   2.62,   5.15,   4.70,   5.54
202101,   0.64,  -0.95,   0.16,   3.43,  -2.82
202102,  -2.07,   5.91,   1.84,  -1.28,   9.71
202103,   5.31,   7.33,   0.81,  -0.08,   5.69
202104,   5.89,   2.50,   6.07,   2.97,   5.63
202105,  -1.76,   2.49,  -0.82,  -0.11,   2.87
202106,   2.37,  -0.02,   6.23,   4.39,  -2.48
202107,   0.07,  -0.17,   3.10,   2.92,  -0.42
202108,   1.71,   0.80,   4.36,   2.85,   2.59
202109,  -3.28,  -2.84,  -6.16,  -6.01,  -2.26
202110,   8.63,   6.01,   6.74,   2.25,   7.25
202111,   0.51,  -1.85,   0.35,  -4.29,  -4.96
202112,   1.54,   5.86,   1.94,   6.62,   4.88
202201,  -7.48,  -0.86,  -7.86,  -8.77,  -3.22
202202,  -2.25,   0.83,  -4.56,  -1.00,  -0.97
202203,   4.36,   4.68,   2.82,   5.13,   1.00
202204,  -8.55,  -3.99, -12.45,  -6.88,  -8.98
202205,  -4.29,   4.66,  -1.24,   0.96,   0.66
202206,  -7.41, -10.77,  -8.17,  -2.01,  -9.76
202207,  13.99,   8.44,  10.75,   2.77,   8.69
202208,  -3.30,  -0.91,  -5.06,  -5.03,  -2.62
202209,  -7.62, -10.90, -11.61,  -1.91,  -8.05
202210,   3.71,  13.50,   5.45,   8.80,  11.66
202211,   2.34,   6.17,   5.02,   5.35,   5.99
202212,  -9.43,  -2.64,  -7.83,  -1.74,  -5.37
202301,   9.10,   3.61,  10.01,  -1.03,   7.32
202302,  -1.95,  -3.91,  -0.77,  -4.29,  -2.68
202303,   2.78,   0.85,   9.52,   2.49,  -5.00
202304,  -0.10,   0.71,   0.31,   4.12,   1.83
202305,   0.64,  -6.67,   6.98,  -3.67,  -2.65
202306,   8.98,   7.96,   5.83,   4.66,   7.44
202307,   2.36,   4.15,   4.10,  -0.11,   5.24
202308,  -1.82,  -1.82,  -1.58,  -0.22,  -3.35
202309,  -4.94,  -3.95,  -5.82,  -4.71,  -3.41
202310,  -3.43,  -3.05,  -1.68,  -4.58,  -2.53
202311,   7.88,   5.22,  11.65,   5.87,  10.41
202312,   5.48,   3.86,   4.56,   6.90,   6.54
